sequence,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB,v115@UhC8AeB8AeA8BeF8Ke6NYaAFLDmClcJSAVDEHBEooR?BMoAVBPNmPCa+AAAvhFTkBXhBFnBOlB0pBxxB
IJOTZLS,3650,-1,-1,-1,3650,3650,3650,-1
IJOTLSZ,3600,-1,-1,3650,3650,3650,3650,-1
IJOTLZS,3650,-1,-1,-1,3650,3650,3650,-1
IJSOZLT,4600,-1,5150,-1,-1,3650,-1,-1
IJSOZTL,4600,-1,4050,3650,3650,3650,3650,-1
IJSOLZT,4600,-1,5150,-1,-1,3550,-1,-1
IJSOLTZ,4600,-1,3650,3650,3650,3550,3550,-1
IJSOTZL,4600,-1,3650,3650,3650,3650,3650,-1
IJSOTLZ,4600,-1,3650,3650,3650,3650,3650,-1
IJSZOLT,4600,-1,5150,-1,-1,3650,-1,-1
IJSZOTL,4600,-1,4050,3650,3650,3650,3650,-1
IJSZLOT,4600,-1,5150,-1,-1,3550,-1,-1
IJSZLTO,4600,-1,4750,-1,-1,3550,-1,-1
IJSZTOL,4600,-1,4050,3650,3650,3650,3650,-1
IJSZTLO,4600,-1,4050,3650,3650,3650,3650,-1
IJSLOZT,4600,-1,5150,-1,-1,3550,-1,-1
IJSLOTZ,4600,-1,3650,3650,3650,3550,3550,-1
IJSLZOT,4600,-1,5150,-1,-1,3550,-1,-1
IJSLZTO,4600,-1,4750,-1,-1,3550,-1,-1
IJSLTOZ,4600,-1,3550,3650,3650,3550,3550,-1
IJSLTZO,4600,-1,3550,3650,3650,3550,3550,-1
IJSTOZL,4600,-1,3650,3650,3650,3650,3650,-1
IJSTOLZ,4600,-1,3650,3650,3650,3650,3650,-1
IJSTZOL,4600,-1,3650,3650,3650,3650,3650,-1
IJSTZLO,4600,-1,3650,3650,3650,3650,3650,-1
IJSTLOZ,4600,-1,3550,3650,3650,3550,3550,-1
IJSTLZO,4600,-1,3550,3650,3650,3550,3550,-1
IJZOSLT,4600,-1,5150,-1,-1,3650,-1,-1
IJZOSTL,4600,-1,4050,-1,3650,3650,3650,-1
IJZOLST,4600,-1,5150,-1,-1,3650,-1,-1
IJZOLTS,3650,-1,-1,-1,3550,3650,3650,-1
IJZOTSL,3650,-1,-1,-1,3650,3650,3650,-1
IJZOTLS,3650,-1,-1,-1,3650,3650,3650,-1
IJZSOLT,4600,-1,5150,-1,-1,3650,-1,-1
IJZSOTL,4600,-1,4050,-1,3650,3650,3650,-1
IJZSLOT,4600,-1,5150,-1,-1,3550,-1,-1
IJZSLTO,4600,-1,4750,-1,-1,3550,-1,-1
IJZSTOL,4600,-1,4050,-1,3650,3650,3650,-1
IJZSTLO,4600,-1,4050,-1,3650,3650,3650,-1
IJZLOST,4600,-1,5150,-1,-1,3650,-1,-1
IJZLOTS,3650,-1,-1,-1,3550,3650,3650,-1
IJZLSOT,4600,-1,5150,-1,-1,3550,-1,-1
IJZLSTO,4600,-1,4750,-1,-1,3550,-1,-1
IJZLTOS,3650,-1,-1,-1,3550,3650,3650,-1
IJZLTSO,3600,-1,-1,-1,3550,3650,3650,-1
IJZTOSL,3650,-1,-1,-1,3650,3650,3650,-1
IJZTOLS,3650,-1,-1,-1,3650,3650,3650,-1
IJZTSOL,3600,-1,-1,-1,3650,3650,3650,-1
IJZTSLO,3600,-1,-1,-1,3650,3650,3650,-1
IJZTLOS,3650,-1,-1,-1,3550,3650,3650,-1
IJZTLSO,3600,-1,-1,-1,3550,3650,3650,-1
IJLOSZT,4600,-1,5150,-1,-1,3550,-1,-1
IJLOSTZ,4600,-1,3650,3650,3650,3550,3550,-1
IJLOZST,4600,-1,5150,-1,-1,3650,-1,-1
IJLOZTS,3650,-1,-1,-1,3550,3650,3650,-1
IJLOTSZ,3600,-1,-1,3650,3650,3650,3650,-1
IJLOTZS,3650,-1,-1,-1,3650,3650,3650,-1
IJLSOZT,4600,-1,5150,-1,-1,3550,-1,-1
IJLSOTZ,4600,-1,3650,3650,3650,3550,3550,-1
IJLSZOT,4600,-1,5150,-1,-1,3550,-1,-1
IJLSZTO,4600,-1,4750,-1,-1,3550,-1,-1
IJLSTOZ,4600,-1,3550,3650,3650,3550,3550,-1
IJLSTZO,4600,-1,3550,3650,3650,3550,3550,-1
IJLZOST,4600,-1,5150,-1,-1,3650,-1,-1
IJLZOTS,3650,-1,-1,-1,3550,3650,3650,-1
IJLZSOT,4600,-1,5150,-1,-1,3550,-1,-1
IJLZSTO,4600,-1,4750,-1,-1,3550,-1,-1
IJLZTOS,3650,-1,-1,-1,3550,3650,3650,-1
IJLZTSO,3600,-1,-1,-1,3550,3650,3650,-1
IJLTOSZ,3600,-1,-1,3650,3650,3650,3650,-1
IJLTOZS,3650,-1,-1,-1,3650,3650,3650,-1
IJLTSOZ,3600,-1,-1,3650,3650,3550,3550,-1
IJLTSZO,3600,-1,-1,3650,3650,3550,3550,-1
IJLTZOS,3650,-1,-1,-1,3550,3650,3650,-1
IJLTZSO,3600,-1,-1,-1,3550,3650,3650,-1
IJTOSZL,3600,-1,-1,3650,3650,3650,3650,-1
IJTOSLZ,3600,-1,-1,3650,3650,3650,3650,-1
IJTOZSL,3650,-1,-1,-1,3650,3650,3650,-1
IJTOZLS,3650,-1,-1,-1,3650,3650,3650,-1
IJTOLSZ,3600,-1,-1,3650,3650,3650,3650,-1
IJTOLZS,3650,-1,-1,-1,3650,3650,3650,-1
IJTSOZL,3600,-1,-1,3650,3650,3650,3650,-1
IJTSOLZ,3600,-1,-1,3650,3650,3650,3650,-1
IJTSZOL,3600,-1,-1,3650,3650,3650,3650,-1
IJTSZLO,3600,-1,-1,3650,3650,3650,3650,-1
IJTSLOZ,3600,-1,-1,3650,3650,3550,3550,-1
IJTSLZO,3600,-1,-1,3650,3650,3550,3550,-1
IJTZOSL,3650,-1,-1,-1,3650,3650,3650,-1
IJTZOLS,3650,-1,-1,-1,3650,3650,3650,-1
IJTZSOL,3600,-1,-1,-1,3650,3650,3650,-1
IJTZSLO,3600,-1,-1,-1,3650,3650,3650,-1
IJTZLOS,3650,-1,-1,-1,3550,3650,3650,-1
IJTZLSO,3600,-1,-1,-1,3550,3650,3650,-1
IJTLOSZ,3600,-1,-1,3650,3650,3650,3650,-1
IJTLOZS,3650,-1,-1,-1,3650,3650,3650,-1
IJTLSOZ,3600,-1,-1,3650,3650,3550,3550,-1
IJTLSZO,3600,-1,-1,3650,3650,3550,3550,-1
IJTLZOS,3650,-1,-1,-1,3550,3650,3650,-1
IJTLZSO,3600,-1,-1,-1,3550,3650,3650,-1
ILOSZJT,3650,3550,5150,-1,-1,3650,-1,-1
ILOSZTJ,3650,3550,5150,3650,-1,-1,-1,-1
ILOSJZT,4600,3650,5150,-1,-1,3550,-1,-1
ILOSJTZ,4600,-1,3650,3650,3550,3550,3550,5150
ILOSTZJ,3650,-1,5150,3650,3650,-1,-1,4050
ILOSTJZ,3650,-1,3650,3650,3650,-1,3650,4050
ILOZSJT,3650,3550,5150,-1,-1,3650,-1,-1
ILOZSTJ,3650,3550,5150,3650,-1,-1,-1,-1
ILOZJST,4600,3550,5150,-1,-1,3650,-1,-1
ILOZJTS,3650,3550,-1,-1,3550,3650,3550,-1
ILOZTSJ,3650,3550,5150,3650,3650,-1,-1,-1
ILOZTJS,3650,3550,-1,-1,3650,3650,3650,-1
ILOJSZT,4600,-1,5150,-1,-1,3550,-1,-1
ILOJSTZ,4600,-1,3650,3650,3650,3550,3550,-1
ILOJZST,4600,-1,5150,-1,-1,3650,-1,-1
ILOJZTS,3650,-1,-1,-1,3550,3650,3650,-1
ILOJTSZ,3600,-1,-1,3650,3650,3650,3650,-1
ILOJTZS,3650,-1,-1,-1,3650,3650,3650,-1
ILOTSZJ,3650,-1,5150,3650,3650,-1,-1,3650
ILOTSJZ,3650,-1,3650,3650,3650,-1,3650,3650
ILOTZSJ,3650,-1,5150,3650,3650,-1,-1,3650
ILOTZJS,3650,-1,-1,-1,3650,3650,3650,-1
ILOTJSZ,3600,-1,-1,3650,3650,3550,3650,3650
ILOTJZS,3650,-1,-1,-1,3650,3550,3650,-1
ILSOZJT,3650,3550,5150,-1,-1,3650,-1,-1
ILSOZTJ,3650,3550,5150,3650,-1,-1,-1,-1
ILSOJZT,4600,3650,5150,-1,-1,3550,-1,-1
ILSOJTZ,4600,-1,3650,3650,3550,3550,3550,5150
ILSOTZJ,3650,-1,5150,3650,3650,-1,-1,4050
ILSOTJZ,3650,-1,3650,3650,3650,-1,3650,4050
ILSZOJT,3650,4450,5150,-1,-1,3650,-1,-1
ILSZOTJ,3650,4000,5150,3650,-1,-1,-1,-1
ILSZJOT,3650,4450,5150,-1,-1,3550,-1,-1
ILSZJTO,3650,4250,4750,-1,-1,3550,-1,-1
ILSZTOJ,3650,4000,5150,3650,-1,-1,-1,-1
ILSZTJO,3650,4000,4750,3650,-1,-1,-1,-1
ILSJOZT,4600,3650,5150,-1,-1,3550,-1,-1
ILSJOTZ,4600,-1,3650,3650,3550,3550,3550,5150
ILSJZOT,4600,4450,5150,-1,-1,3550,-1,-1
ILSJZTO,4600,4400,4750,-1,-1,3550,-1,-1
ILSJTOZ,4600,4050,3550,3650,3550,3550,3550,4050
ILSJTZO,4600,4050,3550,3650,3550,3550,3550,4050
ILSTOZJ,3650,4050,5150,3650,3650,-1,-1,4050
ILSTOJZ,3650,4050,3650,3650,3650,-1,3650,4050
ILSTZOJ,3650,4050,5150,3650,3650,-1,-1,4050
ILSTZJO,3650,4100,4750,3650,3650,-1,-1,4050
ILSTJOZ,3650,4050,3550,3650,3650,-1,3550,4050
ILSTJZO,3650,4050,3550,3650,3650,-1,3550,4050
ILZOSJT,3650,4450,5150,-1,-1,3650,-1,-1
ILZOSTJ,3650,4000,5150,3650,-1,-1,-1,-1
ILZOJST,4600,4450,5150,-1,-1,3650,-1,-1
ILZOJTS,3650,3550,-1,-1,3550,3650,3550,-1
ILZOTSJ,3650,3600,5150,3650,3650,-1,-1,-1
ILZOTJS,3650,3600,-1,-1,3650,3650,3650,-1
ILZSOJT,3650,4450,5150,-1,-1,3650,-1,-1
ILZSOTJ,3650,4000,5150,3650,-1,-1,-1,-1
ILZSJOT,3650,4450,5150,-1,-1,3550,-1,-1
ILZSJTO,3650,4250,4750,-1,-1,3550,-1,-1
ILZSTOJ,3650,4000,5150,3650,-1,-1,-1,-1
ILZSTJO,3650,4000,4750,3650,-1,-1,-1,-1
ILZJOST,4600,4450,5150,-1,-1,3650,-1,-1
ILZJOTS,3650,3550,-1,-1,3550,3650,3550,-1
ILZJSOT,4600,4450,5150,-1,-1,3550,-1,-1
ILZJSTO,4600,4250,4750,-1,-1,3550,-1,-1
ILZJTOS,3650,3550,-1,-1,3550,3650,3550,-1
ILZJTSO,3600,3550,-1,-1,3550,3650,3550,-1
ILZTOSJ,3650,3600,5150,3650,3650,-1,-1,-1
ILZTOJS,3650,3600,-1,-1,3650,3650,3650,-1
ILZTSOJ,3650,3600,5150,3650,3650,-1,-1,-1
ILZTSJO,3650,3600,4750,3650,3650,-1,-1,-1
ILZTJOS,3650,3600,-1,-1,3550,3550,3550,-1
ILZTJSO,3600,3600,-1,-1,3550,3550,3550,-1
ILJOSZT,4600,-1,5150,-1,-1,3550,-1,-1
ILJOSTZ,4600,-1,3650,3650,3650,3550,3550,-1
ILJOZST,4600,-1,5150,-1,-1,3650,-1,-1
ILJOZTS,3650,-1,-1,-1,3550,3650,3650,-1
ILJOTSZ,3600,-1,-1,3650,3650,3650,3650,-1
ILJOTZS,3650,-1,-1,-1,3650,3650,3650,-1
ILJSOZT,4600,3650,5150,-1,-1,3550,-1,-1
ILJSOTZ,4600,-1,3650,3650,3650,3550,3550,-1
ILJSZOT,4600,3650,5150,-1,-1,3550,-1,-1
ILJSZTO,4600,3650,4750,-1,-1,3550,-1,-1
ILJSTOZ,4600,-1,3550,3650,3650,3550,3550,-1
ILJSTZO,4600,3650,3550,3650,3650,3550,3550,-1
ILJZOST,4600,3550,5150,-1,-1,3650,-1,-1
ILJZOTS,3650,3550,-1,-1,3550,3650,3650,-1
ILJZSOT,4600,3550,5150,-1,-1,3550,-1,-1
ILJZSTO,4600,3550,4750,-1,-1,3550,-1,-1
ILJZTOS,3650,3550,-1,-1,3550,3650,3650,-1
ILJZTSO,3600,3550,-1,-1,3550,3650,3650,-1
ILJTOSZ,3600,-1,-1,3650,3650,3650,3650,-1
ILJTOZS,3650,-1,-1,-1,3650,3650,3650,-1
ILJTSOZ,3600,-1,-1,3650,3650,3550,3550,-1
ILJTSZO,3600,-1,-1,3650,3650,3550,3550,-1
ILJTZOS,3650,-1,-1,-1,3550,3650,3650,-1
ILJTZSO,3600,-1,-1,-1,3550,3650,3650,-1
ILTOSZJ,3650,3650,5150,3650,3650,-1,-1,3650
ILTOSJZ,3650,3650,3650,3650,3650,-1,3650,3650
ILTOZSJ,3650,3600,5150,3650,3650,-1,-1,3650
ILTOZJS,3650,3600,-1,-1,3650,3650,3650,-1
ILTOJSZ,3600,-1,-1,3650,3650,3550,3650,3650
ILTOJZS,3650,-1,-1,-1,3650,3550,3650,-1
ILTSOZJ,3650,3650,5150,3650,3650,-1,-1,3650
ILTSOJZ,3650,3650,3650,3650,3650,-1,3650,3650
ILTSZOJ,3650,3650,5150,3650,3650,-1,-1,3650
ILTSZJO,3650,3700,4750,3650,3650,-1,-1,3650
ILTSJOZ,3650,3650,3550,3650,3650,-1,3550,3650
ILTSJZO,3650,3650,3550,3650,3650,-1,3550,3650
ILTZOSJ,3650,3600,5150,3650,3650,-1,-1,3650
ILTZOJS,3650,3600,-1,-1,3650,3650,3650,-1
ILTZSOJ,3650,3650,5150,3650,3650,-1,-1,3650
ILTZSJO,3650,3650,4750,3650,3650,-1,-1,3650
ILTZJOS,3650,3600,-1,-1,3550,3550,3550,-1
ILTZJSO,3600,3600,-1,-1,3550,3550,3550,-1
ILTJOSZ,3600,-1,-1,3650,3650,3550,3650,3650
ILTJOZS,3650,-1,-1,-1,3650,3550,3650,-1
ILTJSOZ,3600,3650,-1,3650,3650,3550,3550,3650
ILTJSZO,3600,3650,-1,3650,3650,3550,3550,3650
ILTJZOS,3650,3600,-1,-1,3550,3550,3650,-1
ILTJZSO,3600,3600,-1,-1,3550,3550,3650,-1
ITOSZJL,3650,3650,4050,3650,3650,-1,-1,-1
ITOSZLJ,3650,3650,5150,3650,3650,-1,-1,-1
ITOSJZL,3650,3650,3650,3650,3650,-1,3650,-1
ITOSJLZ,3650,-1,3650,3650,3650,-1,3650,3650
ITOSLZJ,3650,-1,5150,3650,3650,-1,-1,3650
ITOSLJZ,3650,-1,3650,3650,3650,-1,3650,3650
ITOZSJL,3650,3650,4050,3650,3650,-1,-1,-1
ITOZSLJ,3650,3650,5150,3650,3650,-1,-1,-1
ITOZJSL,3650,3650,-1,-1,3650,3650,3650,-1
ITOZJLS,3650,3650,-1,-1,3650,3650,3650,-1
ITOZLSJ,3650,3650,5150,3650,3650,-1,-1,-1
ITOZLJS,3650,3650,-1,-1,3650,3650,3650,-1
ITOJSZL,3600,-1,-1,3650,3650,3650,3650,-1
ITOJSLZ,3600,-1,-1,3650,3650,3650,3650,-1
ITOJZSL,3650,-1,-1,-1,3650,3650,3650,-1
ITOJZLS,3650,-1,-1,-1,3650,3650,3650,-1
ITOJLSZ,3600,-1,-1,3650,3650,3650,3650,-1
ITOJLZS,3650,-1,-1,-1,3650,3650,3650,-1
ITOLSZJ,3650,-1,5150,3650,3650,-1,-1,3650
ITOLSJZ,3650,-1,3650,3650,3650,-1,3650,3650
ITOLZSJ,3650,-1,5150,3650,3650,-1,-1,3650
ITOLZJS,3650,-1,-1,-1,3650,3650,3650,-1
ITOLJSZ,3600,-1,-1,3650,3650,3550,3650,3650
ITOLJZS,3650,-1,-1,-1,3650,3550,3650,-1
ITSOZJL,3650,3650,4050,3650,3650,-1,-1,-1
ITSOZLJ,3650,3650,5150,3650,3650,-1,-1,-1
ITSOJZL,3650,3650,3650,3650,3650,-1,3650,-1
ITSOJLZ,3650,-1,3650,3650,3650,-1,3650,3650
ITSOLZJ,3650,-1,5150,3650,3650,-1,-1,3650
ITSOLJZ,3650,-1,3650,3650,3650,-1,3650,3650
ITSZOJL,3650,3650,4050,3650,3650,-1,-1,-1
ITSZOLJ,3650,3650,5150,3650,3650,-1,-1,-1
ITSZJOL,3650,3650,4050,3650,3650,-1,-1,-1
ITSZJLO,3650,3650,4050,3650,3650,-1,-1,-1
ITSZLOJ,3650,3650,5150,3650,3650,-1,-1,-1
ITSZLJO,3650,3700,4750,3650,3650,-1,-1,-1
ITSJOZL,3650,3650,3650,3650,3650,-1,3650,-1
ITSJOLZ,3650,-1,3650,3650,3650,-1,3650,3650
ITSJZOL,3650,3650,3650,3650,3650,-1,3650,-1
ITSJZLO,3650,3650,3650,3650,3650,-1,3650,-1
ITSJLOZ,3650,3650,3550,3650,3650,-1,3550,3650
ITSJLZO,3650,3650,3550,3650,3650,-1,3550,3650
ITSLOZJ,3650,3650,5150,3650,3650,-1,-1,3650
ITSLOJZ,3650,3650,3650,3650,3650,-1,3650,3650
ITSLZOJ,3650,3650,5150,3650,3650,-1,-1,3650
ITSLZJO,3650,3700,4750,3650,3650,-1,-1,3650
ITSLJOZ,3650,3650,3550,3650,3650,-1,3550,3650
ITSLJZO,3650,3650,3550,3650,3650,-1,3550,3650
ITZOSJL,3650,3650,4050,3650,3650,-1,-1,-1
ITZOSLJ,3650,3650,5150,3650,3650,-1,-1,-1
ITZOJSL,3650,3650,-1,-1,3650,3650,3650,-1
ITZOJLS,3650,3650,-1,-1,3650,3650,3650,-1
ITZOLSJ,3650,3650,5150,3650,3650,-1,-1,-1
ITZOLJS,3650,3700,-1,-1,3650,3650,3650,-1
ITZSOJL,3650,3650,4050,3650,3650,-1,-1,-1
ITZSOLJ,3650,3650,5150,3650,3650,-1,-1,-1
ITZSJOL,3650,3650,4050,3650,3650,-1,-1,-1
ITZSJLO,3650,3650,4050,3650,3650,-1,-1,-1
ITZSLOJ,3650,3650,5150,3650,3650,-1,-1,-1
ITZSLJO,3650,3700,4750,3650,3650,-1,-1,-1
ITZJOSL,3650,3650,-1,-1,3650,3650,3650,-1
ITZJOLS,3650,3650,-1,-1,3650,3650,3650,-1
ITZJSOL,3600,3650,-1,-1,3650,3650,3650,-1
ITZJSLO,3600,3650,-1,-1,3650,3650,3650,-1
ITZJLOS,3650,3650,-1,-1,3550,3650,3650,-1
ITZJLSO,3600,3650,-1,-1,3550,3650,3650,-1
ITZLOSJ,3650,3650,5150,3650,3650,-1,-1,-1
ITZLOJS,3650,3650,-1,-1,3650,3650,3650,-1
ITZLSOJ,3650,3650,5150,3650,3650,-1,-1,-1
ITZLSJO,3650,3650,4750,3650,3650,-1,-1,-1
ITZLJOS,3650,3650,-1,-1,3550,3550,3550,-1
ITZLJSO,3600,3650,-1,-1,3550,3550,3550,-1
ITJOSZL,3600,-1,-1,3650,3650,3650,3650,-1
ITJOSLZ,3600,-1,-1,3650,3650,3650,3650,-1
ITJOZSL,3650,-1,-1,-1,3650,3650,3650,-1
ITJOZLS,3650,-1,-1,-1,3650,3650,3650,-1
ITJOLSZ,3600,-1,-1,3650,3650,3650,3650,-1
ITJOLZS,3650,-1,-1,-1,3650,3650,3650,-1
ITJSOZL,3600,3650,-1,3650,3650,3650,3650,-1
ITJSOLZ,3600,-1,-1,3650,3650,3650,3650,-1
ITJSZOL,3600,3650,-1,3650,3650,3650,3650,-1
ITJSZLO,3600,3650,-1,3650,3650,3650,3650,-1
ITJSLOZ,3600,-1,-1,3650,3650,3550,3550,-1
ITJSLZO,3600,3650,-1,3650,3650,3550,3550,-1
ITJZOSL,3650,3650,-1,-1,3650,3650,3650,-1
ITJZOLS,3650,3650,-1,-1,3650,3650,3650,-1
ITJZSOL,3600,3650,-1,-1,3650,3650,3650,-1
ITJZSLO,3600,3650,-1,-1,3650,3650,3650,-1
ITJZLOS,3650,3650,-1,-1,3550,3650,3650,-1
ITJZLSO,3600,3650,-1,-1,3550,3650,3650,-1
ITJLOSZ,3600,-1,-1,3650,3650,3650,3650,-1
ITJLOZS,3650,-1,-1,-1,3650,3650,3650,-1
ITJLSOZ,3600,-1,-1,3650,3650,3550,3550,-1
ITJLSZO,3600,-1,-1,3650,3650,3550,3550,-1
ITJLZOS,3650,-1,-1,-1,3550,3650,3650,-1
ITJLZSO,3600,-1,-1,-1,3550,3650,3650,-1
ITLOSZJ,3650,3650,5150,3650,3650,-1,-1,3650
ITLOSJZ,3650,3650,3650,3650,3650,-1,3650,3650
ITLOZSJ,3650,3600,5150,3650,3650,-1,-1,3650
ITLOZJS,3650,3600,-1,-1,3650,3650,3650,-1
ITLOJSZ,3600,-1,-1,3650,3650,3550,3650,3650
ITLOJZS,3650,-1,-1,-1,3650,3550,3650,-1
ITLSOZJ,3650,3650,5150,3650,3650,-1,-1,3650
ITLSOJZ,3650,3650,3650,3650,3650,-1,3650,3650
ITLSZOJ,3650,3650,5150,3650,3650,-1,-1,3650
ITLSZJO,3650,3700,4750,3650,3650,-1,-1,3650
ITLSJOZ,3650,3650,3550,3650,3650,-1,3550,3650
ITLSJZO,3650,3650,3550,3650,3650,-1,3550,3650
ITLZOSJ,3650,3650,5150,3650,3650,-1,-1,3650
ITLZOJS,3650,3650,-1,-1,3650,3650,3650,-1
ITLZSOJ,3650,3650,5150,3650,3650,-1,-1,3650
ITLZSJO,3650,3650,4750,3650,3650,-1,-1,3650
ITLZJOS,3650,3650,-1,-1,3550,3550,3550,-1
ITLZJSO,3600,3650,-1,-1,3550,3550,3550,-1
ITLJOSZ,3600,-1,-1,3650,3650,3550,3650,3650
ITLJOZS,3650,-1,-1,-1,3650,3550,3650,-1
ITLJSOZ,3600,3650,-1,3650,3650,3550,3550,3650
ITLJSZO,3600,3650,-1,3650,3650,3550,3550,3650
ITLJZOS,3650,3600,-1,-1,3550,3550,3650,-1
ITLJZSO,3600,3600,-1,-1,3550,3550,3650,-1
OISZJLT,3650,-1,5150,-1,-1,3650,-1,-1
OISZJTL,3650,-1,4050,3650,-1,3650,-1,-1
OISZLJT,3650,-1,5150,-1,-1,3650,-1,-1
OISZLTJ,3650,-1,5150,3650,-1,-1,-1,-1
OISZTJL,3650,-1,4050,3650,-1,-1,-1,-1
OISZTLJ,3650,-1,5150,3650,-1,-1,-1,-1
OISJZLT,4600,-1,5150,-1,-1,3650,-1,-1
OISJZTL,4600,-1,4050,3650,3650,3650,3650,-1
OISJLZT,4600,-1,5150,-1,-1,3550,-1,-1
OISJLTZ,4600,-1,3650,3650,3650,3550,3550,5150
OISJTZL,4600,-1,3650,3650,3650,3650,3650,-1
OISJTLZ,4600,-1,3650,3650,3650,3650,3650,4050
OISLZJT,3650,-1,5150,-1,-1,3650,-1,-1
OISLZTJ,3650,-1,5150,3650,-1,-1,-1,-1
OISLJZT,4600,-1,5150,-1,-1,3550,-1,-1
OISLJTZ,4600,-1,3650,3650,3550,3550,3550,5150
OISLTZJ,3650,-1,5150,3650,3650,-1,-1,4050
OISLTJZ,3650,-1,3650,3650,3650,-1,3650,4050
OISTZJL,3650,-1,4050,3650,3650,-1,-1,-1
OISTZLJ,3650,-1,5150,3650,3650,-1,-1,-1
OISTJZL,3650,-1,3650,3650,3650,-1,3650,-1
OISTJLZ,3650,-1,3650,3650,3650,-1,3650,4050
OISTLZJ,3650,-1,5150,3650,3650,-1,-1,4050
OISTLJZ,3650,-1,3650,3650,3650,-1,3650,4050
OIZSJLT,3650,-1,5150,-1,-1,3650,-1,-1
OIZSJTL,3650,-1,4050,3650,-1,3650,-1,-1
OIZSLJT,3650,-1,5150,-1,-1,3650,-1,-1
OIZSLTJ,3650,-1,5150,3650,-1,-1,-1,-1
OIZSTJL,3650,-1,4050,3650,-1,-1,-1,-1
OIZSTLJ,3650,-1,5150,3650,-1,-1,-1,-1
OIZJSLT,4600,-1,5150,-1,-1,3650,-1,-1
OIZJSTL,4600,-1,4050,-1,3650,3650,3650,-1
OIZJLST,4600,-1,5150,-1,-1,3650,-1,-1
OIZJLTS,3650,-1,-1,-1,3550,3650,3650,-1
OIZJTSL,3650,-1,-1,-1,3650,3650,3650,-1
OIZJTLS,3650,-1,-1,-1,3650,3650,3650,-1
OIZLSJT,3650,-1,5150,-1,-1,3650,-1,-1
OIZLSTJ,3650,-1,5150,3650,-1,-1,-1,-1
OIZLJST,4600,-1,5150,-1,-1,3650,-1,-1
OIZLJTS,3650,-1,-1,-1,3550,3650,3550,-1
OIZLTSJ,3650,-1,5150,3650,3650,-1,-1,-1
OIZLTJS,3650,-1,-1,-1,3650,3650,3650,-1
OIZTSJL,3650,-1,4050,3650,3650,-1,-1,-1
OIZTSLJ,3650,-1,5150,3650,3650,-1,-1,-1
OIZTJSL,3650,-1,-1,-1,3650,3650,3650,-1
OIZTJLS,3650,-1,-1,-1,3650,3650,3650,-1
OIZTLSJ,3650,-1,5150,3650,3650,-1,-1,-1
OIZTLJS,3650,-1,-1,-1,3650,3650,3650,-1
OIJSZLT,4600,-1,5150,-1,-1,3650,-1,-1
OIJSZTL,4600,-1,4050,3650,3650,3650,3650,-1
OIJSLZT,4600,-1,5150,-1,-1,3550,-1,-1
OIJSLTZ,4600,-1,3650,3650,3650,3550,3550,-1
OIJSTZL,4600,-1,3650,3650,3650,3650,3650,-1
OIJSTLZ,4600,-1,3650,3650,3650,3650,3650,-1
OIJZSLT,4600,-1,5150,-1,-1,3650,-1,-1
OIJZSTL,4600,-1,4050,-1,3650,3650,3650,-1
OIJZLST,4600,-1,5150,-1,-1,3650,-1,-1
OIJZLTS,3650,-1,-1,-1,3550,3650,3650,-1
OIJZTSL,3650,-1,-1,-1,3650,3650,3650,-1
OIJZTLS,3650,-1,-1,-1,3650,3650,3650,-1
OIJLSZT,4600,-1,5150,-1,-1,3550,-1,-1
OIJLSTZ,4600,-1,3650,3650,3650,3550,3550,-1
OIJLZST,4600,-1,5150,-1,-1,3650,-1,-1
OIJLZTS,3650,-1,-1,-1,3550,3650,3650,-1
OIJLTSZ,3600,-1,-1,3650,3650,3650,3650,-1
OIJLTZS,3650,-1,-1,-1,3650,3650,3650,-1
OIJTSZL,3600,-1,-1,3650,3650,3650,3650,-1
OIJTSLZ,3600,-1,-1,3650,3650,3650,3650,-1
OIJTZSL,3650,-1,-1,-1,3650,3650,3650,-1
OIJTZLS,3650,-1,-1,-1,3650,3650,3650,-1
OIJTLSZ,3600,-1,-1,3650,3650,3650,3650,-1
OIJTLZS,3650,-1,-1,-1,3650,3650,3650,-1
OILSZJT,3650,-1,5150,-1,-1,3650,-1,-1
OILSZTJ,3650,-1,5150,3650,-1,-1,-1,-1
OILSJZT,4600,-1,5150,-1,-1,3550,-1,-1
