ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
LJITZOS,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
ISLTJZO,0,,,
SIJZOTL,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
LOSZJIT,0,,,
TIJOSLZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB
TILOZSJ,0,,,
ZOTJILS,0,,,
TZILJSO,0,,,
ISTZJOL,0,,,
STLJOIZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke6NYaAFLDmClcJSAVDEHBEooR?BMoAVBPNmPCa+AAAvhFTkBXhBFnBOlB0pBxxB
TLIJSZO,0,,,
JILZOTS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB
IJOSZLT,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
SZTJILO,0,,,
SIOZJLT,0,,,
SLZJTOI,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
TSIJOLZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB
STOILJZ,0,,,
SJOILTZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
ZSIJOLT,0,,,
IOSTJZL,0,,,
LZIJTSO,0,,,
ISJLTZO,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
OLZJTSI,0,,,
ISOTLJZ,0,,,
ZTJLOIS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
LOJTSIZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB
JSZTLOI,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
OIJTSLZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB
SJZOLTI,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
JOSZITL,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
SLJIOZT,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
OITSZLJ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB
JTZSLOI,0,,,
LOZIJST,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB
OJLTSZI,0,,,
TISOLJZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB
SILOTJZ,0,,,
SZLJOTI,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
ZJOLTSI,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
SIOLTZJ,3,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB
ZTIJOLS,0,,,
TJIOZLS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
ZJSLOIT,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
OJLIZTS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB
ZJOSLIT,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
SZILOTJ,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB
JZOSTLI,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
ZLJSITO,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
TOJIZSL,0,,,
LOTSZJI,0,,,
OJZTSIL,0,,,
TJSIZLO,0,,,
TOIJZLS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
TJIOLSZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB
JSZLTIO,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
LTJOZIS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
TSLJOIZ,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB;v115@UhC8AeB8AeA8BeF8Ke6NYaAFLDmClcJSAVDEHBEooR?BMoAVBPNmPCa+AAAvhFTkBXhBFnBOlB0pBxxB
STILOJZ,0,,,
IOZTSLJ,0,,,
JIZOLTS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB
LTOIJSZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB
ISZJLOT,0,,,
LSJTOZI,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke6NYaAFLDmClcJSAVDEHBEooR?BMoAVBPNmPCa+AAAvhFTkBXhBFnBOlB0pBxxB
OSTZIJL,0,,,
OLSJITZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
LSTJOIZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke6NYaAFLDmClcJSAVDEHBEooR?BMoAVBPNmPCa+AAAvhFTkBXhBFnBOlB0pBxxB
ISJTLZO,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
TLIJZSO,0,,,
SJTLIZO,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
STOIZLJ,3,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB
OSTLIZJ,3,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB
TOIJLZS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
TLJOIZS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
IOZSTJL,0,,,
ISZTLJO,0,,,
OTJSZLI,0,,,
ISOZLTJ,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB
JIZTSOL,0,,,
TLJISOZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB
TSZOLIJ,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB
ITOLJSZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB
JOZTLIS,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
LTIJOZS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
IJSOLTZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
ZITJSOL,0,,,
ZOLJSIT,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
IOTJZLS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
LSJOZTI,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
SJOZLTI,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
TLOJZIS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
SLOZJTI,0,,,
ZJOTLIS,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB
TILJSOZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB
IOTSJZL,0,,,
TILSZJO,0,,,
ISJLZTO,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
LISTOJZ,0,,,
IOLTZSJ,0,,,
IOTSLZJ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB
SJIOLTZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
JLITOZS,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
ZSJTIOL,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
SIZJOLT,0,,,
ZTISJLO,0,,,
OIJLZST,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB
SJTLIOZ,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke6NYaAFLDmClcJSAVDEHBEooR?BMoAVBPNmPCa+AAAvhFTkBXhBFnBOlB0pBxxB
OJSTILZ,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB
STOIZJL,0,,,
LIZJTSO,0,,,
LOZSITJ,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB
JZTSOIL,0,,,
ZTLOSIJ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
JZSTLIO,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
SLZJTIO,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
SOZIJTL,0,,,
TSJOZLI,0,,,
OIZJLTS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB
OLIZJTS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB
TJLZOIS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
LSZITOJ,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB
OITZLSJ,0,,,
LSJZIOT,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
ZLOTJIS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
LOZISTJ,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB
TIJLSZO,0,,,
OZLSJIT,0,,,
SZLIJTO,0,,,
ZJSILOT,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
ZTIOJSL,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
SIOZLJT,0,,,
IOTLSZJ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB
OLSZTJI,0,,,
IZSTLJO,0,,,
OIZLTSJ,0,,,
JISTOZL,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
JZIOSTL,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
JOTLZIS,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
ISZOTLJ,3,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB
IZOTSJL,0,,,
TZJLSIO,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
TSZLJIO,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
OIZLSJT,0,,,
OIJLTZS,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
TLZSIJO,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
SOLZTJI,0,,,
ITOZSLJ,0,,,
OZLJSIT,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
OZIJLTS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB
JTSOLIZ,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB
OZJTSIL,0,,,
SLIZJOT,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
LOSZITJ,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB
SLTIZOJ,4,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB;v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB
IOLZJTS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB
OZTJLIS,0,,,
ZSJTLIO,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
ZOTJLIS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB
ISJTOZL,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB
LTOJIZS,1,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
JOLTIZS,2,TILJSZO,,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB;v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB
